0	31	75	112	12	64	17	118	67	15	113	2	9	
1	30	66	58	116	18	26	0	62	78	103	15	100	
2	101	50	0	55	74	76	69	115	88	83	73	18	
3	19	91	83	95	90	39	42	8	54	75	1	27	
4	43	78	31	118	113	27	62	7	23	110	69	25	
5	91	72	56	94	12	53	83	82	110	69	21	42	
6	35	112	81	116	51	26	109	76	70	103	37	108	
7	37	80	56	52	84	35	97	27	81	43	57	95	
8	61	57	58	87	3	11	15	46	28	2	82	104	
9	4	46	38	56	57	30	5	99	101	109	25	86	
10	67	40	59	11	21	56	27	43	7	13	34	9	
11	104	45	49	65	47	77	57	63	119	93	27	85	
12	52	20	63	39	109	60	28	95	118	34	117	85	
13	85	79	102	53	49	46	117	72	48	68	63	9	
14	91	78	53	113	105	88	93	25	2	77	119	79	
15	14	41	116	97	72	75	71	44	22	17	0	45	
16	66	87	119	100	62	7	38	85	56	46	68	73	
17	52	67	107	23	13	40	115	113	51	32	19	47	
18	78	99	12	29	25	37	34	30	14	51	80	16	
19	107	31	97	80	87	70	109	91	46	32	83	85	
20	25	15	103	66	90	112	0	44	14	75	30	81	
21	26	37	30	90	64	25	43	57	34	31	0	112	
22	102	12	51	2	113	58	19	41	43	110	71	114	
23	110	15	67	89	101	68	1	51	70	0	53	72	
24	73	52	111	47	7	45	17	35	112	42	8	117	
25	103	113	33	47	51	107	43	20	108	14	119	28	
26	5	111	87	3	79	19	107	35	1	67	85	46	
27	41	28	11	77	118	64	24	67	119	86	6	35	
28	73	54	49	87	83	4	14	35	36	78	109	43	
29	80	44	89	61	4	113	20	85	100	45	79	22	
30	76	49	119	16	55	43	83	17	100	74	116	9	
31	22	27	93	66	75	46	95	32	110	60	44	23	
32	115	31	1	88	118	102	25	77	6	33	104	44	
33	10	105	118	95	38	1	15	12	48	30	29	8	
34	3	55	74	81	18	93	8	43	92	20	109	16	
35	58	112	67	48	95	41	4	52	21	37	101	106	
36	114	108	7	51	100	2	86	99	59	105	90	34	
37	87	90	9	22	68	17	32	4	21	110	69	119	
38	31	30	68	16	10	113	17	51	13	88	93	83	
39	85	57	10	0	32	98	21	23	86	79	33	68	
40	113	91	23	44	94	21	76	60	109	71	65	31	
41	90	20	47	116	58	19	43	95	74	33	38	39	
42	85	43	96	16	84	68	30	82	11	60	74	25	
43	74	58	90	118	113	27	59	86	39	116	7	2	
44	29	68	116	23	86	85	48	62	42	53	39	19	
45	72	91	49	111	96	28	117	64	41	17	68	39	
46	30	66	53	2	77	4	33	57	69	103	13	7	
47	71	11	74	67	97	78	83	61	6	112	80	113	
48	36	106	79	84	34	62	103	49	8	7	51	85	
49	55	59	41	92	45	73	35	52	119	25	110	37	
50	103	35	42	78	80	116	45	76	30	113	5	92	
51	58	22	118	112	19	88	59	61	20	80	13	70	
52	104	45	27	4	63	91	119	68	53	92	88	23	
53	31	34	97	21	86	114	84	40	60	46	3	59	
54	98	108	51	68	88	81	19	32	45	21	60	18	
55	33	59	4	38	103	76	110	5	23	57	100	89	
56	103	16	39	54	106	57	8	17	83	72	29	99	
57	35	11	76	14	109	88	2	31	99	59	90	0	
58	49	117	63	22	110	66	115	97	20	56	17	108	
59	94	10	98	34	116	50	115	72	7	89	78	41	
60	39	93	34	18	84	42	71	16	97	81	77	61	
61	82	97	119	7	25	1	81	9	50	64	51	19	
62	6	39	0	3	57	103	108	10	105	35	41	53	
63	92	26	25	52	119	56	45	37	65	100	72	38	
64	114	91	109	78	57	81	75	5	119	10	38	67	
65	41	80	20	72	89	63	68	61	34	95	10	115	
66	111	74	14	108	109	92	47	81	86	116	64	29	
67	47	72	75	57	95	30	12	63	17	113	23	43	
68	99	9	77	46	32	102	114	13	43	5	2	86	
69	28	62	113	25	3	49	54	46	41	5	84	90	
70	10	52	106	4	58	97	119	32	105	51	79	78	
71	85	54	103	60	91	45	23	42	25	84	2	73	
72	108	70	36	5	99	29	92	8	11	17	42	18	
73	29	43	26	110	109	42	105	38	83	54	63	89	
74	71	114	54	4	41	39	107	79	7	50	9	83	
75	63	30	95	60	73	106	25	105	81	101	97	78	
76	85	57	96	43	30	11	31	103	25	3	41	98	
77	75	91	112	9	110	5	21	83	4	70	68	29	
78	57	50	119	66	46	40	111	15	10	7	74	103	
79	60	57	65	59	39	7	81	68	29	21	53	115	
80	103	16	42	25	3	13	99	66	88	43	22	8	
81	46	76	6	101	17	24	58	80	11	86	77	1	
82	72	97	70	95	6	15	46	94	98	104	24	22	
83	84	25	43	86	14	57	97	91	22	104	106	93	
84	57	24	26	90	31	110	14	105	88	41	37	7	
85	2	98	3	25	49	43	92	94	47	12	115	96	
86	102	61	76	87	55	68	109	53	69	37	106	54	
87	15	19	106	34	4	114	91	76	83	28	82	84	
88	114	101	81	11	110	92	24	25	20	0	16	72	
89	35	60	81	29	107	100	66	44	112	102	117	61	
90	36	84	40	97	12	61	45	94	111	72	115	35	
91	94	29	68	61	21	15	104	9	98	112	3	74	
92	107	11	42	69	36	80	67	81	3	118	96	54	
93	15	66	44	32	94	11	86	54	0	35	52	65	
94	7	79	102	32	47	118	14	39	83	30	33	8	
95	39	27	107	73	80	48	47	40	97	112	82	93	
96	111	82	48	94	53	60	6	68	106	100	95	117	
97	25	59	64	6	79	32	3	92	55	74	42	66	
98	48	73	2	100	37	105	23	11	77	117	46	87	
99	22	54	68	4	42	12	80	119	92	0	116	107	
100	62	68	65	101	22	79	10	88	15	119	113	104	
101	107	8	76	3	17	82	19	71	14	56	60	70	
102	3	12	113	35	7	25	78	13	65	117	108	61	
103	36	95	6	90	111	44	67	113	69	84	42	63	
104	42	14	76	84	1	20	0	52	109	50	64	89	
105	32	94	85	78	12	86	20	112	109	60	70	24	
106	89	53	16	54	76	99	103	57	80	101	26	51	
107	54	114	57	48	102	67	52	0	97	110	2	81	
108	65	5	103	62	64	117	3	31	16	27	78	98	
109	78	33	93	18	44	16	14	95	114	9	102	56	
110	96	72	43	86	89	80	100	92	64	87	31	24	
111	114	31	92	50	104	11	39	8	48	80	14	44	
112	83	88	31	26	74	90	119	45	10	12	61	54	
113	10	47	23	103	58	26	43	79	46	66	112	87	
114	35	0	38	5	10	2	115	78	43	95	112	58	
115	59	13	100	106	57	6	119	85	61	75	25	108	
116	74	38	35	26	86	6	22	40	72	63	80	89	
117	105	12	80	118	115	113	21	78	109	17	93	62	
118	106	102	35	79	81	108	59	68	31	56	70	69	
119	62	22	18	15	0	32	108	95	72	93	76	34	
