0	20	10	8	1	53	35	40	46	14	27	
1	43	53	4	22	9	20	51	58	10	47	
2	15	4	9	48	56	58	0	22	29	21	
3	21	34	56	8	20	58	31	29	42	40	
4	47	52	5	40	57	20	46	42	50	14	
5	42	9	51	56	27	1	59	2	44	50	
6	32	43	49	8	52	28	56	46	19	10	
7	26	33	6	15	39	41	35	8	9	59	
8	21	32	0	26	37	44	51	4	1	7	
9	34	2	14	7	52	30	11	46	25	32	
10	39	23	28	20	47	25	12	51	5	22	
11	45	52	2	15	44	3	12	29	39	46	
12	15	24	2	30	59	14	48	17	51	54	
13	15	0	42	6	5	25	59	7	46	27	
14	19	31	13	47	0	48	36	46	58	27	
15	51	47	55	27	38	16	22	2	17	32	
16	14	6	20	44	54	18	27	59	31	50	
17	15	20	3	42	46	58	43	25	36	1	
18	11	34	22	56	4	23	0	25	57	58	
19	20	15	24	0	3	23	35	26	46	48	
20	55	29	4	43	9	18	5	33	41	42	
21	56	17	29	19	57	44	31	6	47	28	
22	42	49	26	17	13	19	18	50	32	7	
23	19	39	31	57	32	6	36	33	26	41	
24	27	56	15	46	49	35	47	9	45	22	
25	17	2	13	11	28	26	47	23	48	18	
26	53	58	40	24	47	31	36	0	29	27	
27	54	21	3	36	45	15	52	35	19	29	
28	10	14	55	40	39	16	17	36	56	37	
29	6	15	49	1	45	35	26	38	24	40	
30	51	25	23	28	26	56	29	12	16	50	
31	43	35	54	44	57	5	34	30	45	20	
32	1	19	21	33	34	49	41	6	27	31	
33	25	20	54	43	18	0	59	14	56	29	
34	16	7	15	26	23	32	41	54	30	13	
35	13	16	17	42	58	22	7	49	29	24	
36	23	51	49	12	38	34	50	16	26	43	
37	22	8	51	15	59	9	14	56	0	35	
38	22	39	6	2	14	1	53	51	13	44	
39	1	52	26	55	51	40	16	58	46	3	
40	14	4	44	33	7	1	10	37	52	57	
41	50	11	51	20	18	21	47	8	19	10	
42	30	6	55	23	20	0	57	37	4	35	
43	18	17	2	27	50	26	41	35	24	36	
44	52	58	30	4	8	13	38	24	32	11	
45	26	59	31	22	23	6	38	8	12	33	
46	58	10	44	15	52	42	13	7	34	22	
47	46	58	37	2	57	53	30	36	16	48	
48	34	36	5	44	1	16	38	46	58	19	
49	57	59	21	32	3	28	0	34	10	7	
50	16	34	30	55	31	51	45	35	1	43	
51	38	32	28	4	5	41	20	13	15	48	
52	11	7	16	48	51	19	33	50	21	15	
53	47	21	41	8	35	49	44	48	12	15	
54	19	11	9	33	6	26	5	52	35	44	
55	46	39	27	56	21	28	54	14	50	48	
56	41	16	4	34	20	45	38	3	48	17	
57	53	41	20	21	26	7	22	55	59	48	
58	57	21	18	10	11	53	32	28	59	7	
59	17	3	35	6	46	26	15	10	42	52	
