0	103	76	28	69	9	101	48	3	62	8	108	18	
1	5	37	6	98	70	68	38	19	109	96	104	97	
2	57	20	77	103	79	93	0	54	114	51	53	38	
3	78	46	110	86	34	13	32	61	8	102	53	92	
4	79	101	60	86	54	22	0	91	14	18	24	56	
5	104	86	78	99	23	114	100	91	42	4	17	22	
6	66	42	57	112	58	56	85	73	108	17	69	62	
7	52	25	110	50	20	9	84	111	18	59	89	23	
8	38	119	40	9	84	43	23	35	114	58	12	27	
9	31	72	79	109	1	78	17	6	117	44	55	108	
10	45	56	82	76	31	93	90	43	115	104	68	97	
11	85	7	65	59	4	3	33	0	42	31	112	63	
12	62	57	88	119	102	105	47	94	48	51	91	98	
13	107	109	73	54	55	20	96	6	75	26	58	0	
14	89	113	107	59	10	111	45	58	21	61	4	108	
15	76	18	98	33	96	39	119	34	35	8	50	42	
16	32	61	47	85	104	34	10	119	92	75	33	22	
17	85	43	104	26	18	29	94	52	91	88	84	2	
18	53	112	31	56	108	100	11	119	13	77	41	65	
19	64	2	56	113	83	48	98	96	68	93	14	75	
20	64	58	34	69	21	70	35	68	95	104	83	29	
21	119	61	26	66	113	115	104	11	77	109	98	27	
22	89	96	83	76	61	93	21	13	71	81	56	43	
23	7	41	98	86	29	89	119	118	2	111	99	53	
24	77	84	46	103	95	115	88	105	109	61	11	116	
25	68	2	67	56	118	81	70	114	36	17	119	16	
26	60	66	118	95	11	119	57	79	55	28	12	4	
27	77	58	14	89	78	41	54	96	104	38	37	18	
28	5	63	84	7	73	101	48	94	81	77	62	97	
29	117	60	96	22	26	90	99	49	71	50	45	79	
30	12	67	34	81	93	69	5	6	77	119	2	57	
31	83	21	50	23	92	14	49	102	40	33	87	71	
32	1	76	28	93	66	13	48	78	21	68	113	106	
33	0	86	113	104	25	20	10	94	111	47	58	57	
34	41	99	105	53	48	35	66	101	18	109	32	103	
35	106	3	87	57	16	70	47	25	73	60	6	92	
36	32	30	92	50	47	78	103	31	57	95	10	79	
37	45	91	59	26	96	29	85	65	9	104	19	48	
38	11	79	54	12	71	119	0	118	32	26	106	48	
39	51	61	84	40	102	44	75	83	0	45	12	26	
40	74	62	37	117	83	44	99	36	34	2	42	114	
41	9	95	3	17	52	119	110	43	100	57	56	94	
42	29	35	97	114	55	1	93	19	4	24	16	107	
43	89	4	13	68	60	83	41	17	109	106	82	80	
44	89	61	47	1	51	117	101	36	46	17	80	65	
45	69	12	0	90	81	5	68	1	80	88	118	96	
46	94	117	74	115	36	71	63	73	95	32	33	99	
47	19	75	102	67	87	114	48	1	74	9	106	14	
48	74	87	75	36	19	23	52	88	117	59	16	110	
49	110	19	67	109	98	22	37	68	106	47	26	84	
50	69	91	18	76	115	57	103	43	40	71	4	46	
51	96	113	31	98	93	49	71	8	26	1	20	59	
52	38	6	14	91	114	23	40	111	86	54	33	71	
53	38	96	40	10	9	105	118	101	13	80	49	111	
54	107	106	49	43	16	15	81	61	70	84	80	51	
55	85	68	101	109	13	11	23	77	63	83	5	84	
56	58	4	114	100	76	46	71	25	27	42	2	13	
57	32	78	115	118	53	59	48	56	79	19	23	37	
58	118	13	11	101	56	99	92	25	17	112	110	64	
59	32	112	89	110	72	76	22	113	11	16	14	8	
60	11	37	14	111	47	104	41	62	3	51	99	114	
61	85	107	102	24	52	34	109	33	29	56	112	99	
62	20	17	46	103	29	101	53	72	36	39	7	19	
63	13	44	30	38	75	26	101	58	85	6	34	69	
64	85	58	33	65	78	39	84	71	76	117	72	101	
65	15	0	66	7	16	101	90	53	63	86	110	115	
66	34	29	60	81	111	27	38	54	25	116	95	86	
67	22	101	35	72	68	119	61	37	18	93	89	91	
68	96	12	60	13	115	107	110	54	106	19	105	94	
69	58	95	2	36	73	32	70	16	66	41	88	52	
70	29	105	16	46	109	116	39	69	15	65	67	72	
71	92	20	0	31	37	30	16	19	80	112	2	86	
72	102	84	37	42	68	81	116	51	27	13	80	109	
73	48	86	90	23	109	11	15	25	7	108	106	49	
74	117	28	61	49	17	16	84	47	110	101	89	53	
75	6	60	43	103	41	26	47	90	69	0	49	40	
76	79	104	118	12	47	29	91	54	16	53	77	115	
77	72	21	116	58	39	15	33	89	56	59	113	112	
78	38	64	28	41	68	69	4	51	13	53	119	96	
79	60	0	47	84	106	76	83	15	31	105	93	22	
80	110	97	77	70	94	112	118	75	61	40	56	102	
81	31	97	94	28	32	114	93	5	102	6	113	67	
82	21	1	68	101	111	58	10	100	8	20	87	60	
83	50	30	60	3	38	29	66	111	5	49	89	10	
84	105	28	38	49	87	78	41	76	43	55	20	117	
85	95	58	5	47	40	80	37	25	74	66	42	35	
86	110	51	82	40	0	53	16	69	45	43	4	33	
87	93	80	6	101	21	86	28	94	57	48	69	17	
88	24	20	68	78	48	51	32	80	60	28	115	44	
89	35	64	114	112	11	86	117	38	93	0	56	83	
90	2	1	110	119	19	87	118	112	58	116	101	82	
91	95	83	90	62	78	106	63	66	87	18	2	71	
92	96	78	55	45	68	60	44	101	50	102	72	112	
93	41	28	104	27	112	61	71	67	56	74	44	115	
94	114	59	55	100	67	33	91	29	109	115	66	112	
95	5	117	2	49	62	100	21	57	0	6	58	81	
96	46	72	97	4	113	67	63	111	107	17	30	60	
97	40	32	47	109	65	107	11	39	35	4	110	92	
98	24	119	37	94	117	3	114	105	11	90	77	57	
99	36	77	67	42	118	119	15	59	72	14	71	41	
100	112	36	74	88	49	16	20	14	32	105	25	81	
101	65	90	23	78	44	94	4	46	37	0	104	38	
102	40	108	19	77	82	83	41	65	47	31	75	92	
103	25	8	111	16	96	17	45	110	2	43	30	80	
104	61	14	41	27	80	29	78	73	112	1	70	13	
105	34	97	18	72	3	113	99	20	88	8	66	24	
106	76	22	18	27	20	118	75	28	57	40	88	89	
107	86	18	42	70	16	88	33	14	50	52	28	17	
108	101	34	74	46	45	17	22	42	65	111	8	30	
109	47	68	73	11	17	40	81	94	72	77	119	87	
110	1	25	33	63	117	32	68	49	53	78	91	37	
111	19	2	68	89	35	93	88	6	27	78	18	34	
112	27	59	105	38	80	98	6	10	89	76	101	90	
113	100	1	90	96	114	48	70	11	32	78	50	88	
114	41	99	27	119	45	111	106	8	7	31	108	97	
115	24	109	61	69	84	39	2	90	27	117	31	67	
116	80	72	92	40	51	89	45	111	7	100	57	65	
117	55	12	31	99	90	57	42	84	38	100	96	9	
118	65	50	5	64	34	43	49	104	89	25	17	59	
119	73	23	45	9	31	72	115	1	74	50	4	80	
