0	54	19	47	22	1	10	49	56	14	3	
1	26	53	44	52	15	55	56	12	46	59	
2	40	30	8	16	56	27	44	52	47	17	
3	46	5	32	2	42	33	11	4	29	36	
4	57	14	11	17	25	6	16	29	7	30	
5	9	31	30	29	6	18	17	43	14	48	
6	53	34	55	4	12	25	40	16	49	17	
7	56	0	10	39	8	53	49	50	48	23	
8	35	49	28	3	21	15	18	4	39	13	
9	22	27	28	57	39	50	30	16	35	25	
10	55	40	37	28	24	15	35	52	58	33	
11	32	59	3	12	35	0	39	29	33	38	
12	3	39	5	51	15	54	47	49	20	44	
13	14	34	38	43	3	49	6	35	23	55	
14	40	41	54	38	42	7	19	1	12	18	
15	25	45	39	44	17	50	24	14	1	52	
16	0	7	3	39	24	36	1	57	26	27	
17	7	22	42	1	38	48	2	56	20	14	
18	16	55	4	37	9	26	35	39	32	58	
19	10	3	59	45	13	37	44	25	21	11	
20	38	11	19	41	43	53	13	45	33	0	
21	14	23	0	11	15	19	2	13	5	26	
22	24	41	43	13	46	6	39	19	49	25	
23	58	14	47	40	34	5	11	36	21	38	
24	30	9	42	58	18	2	20	12	40	8	
25	41	5	6	26	45	15	36	28	30	27	
26	39	41	47	42	19	14	0	52	58	29	
27	17	48	40	42	8	1	11	14	19	49	
28	50	33	12	44	17	56	59	55	54	27	
29	21	22	18	47	31	33	23	24	27	51	
30	12	34	0	2	7	42	6	8	36	14	
31	7	27	23	3	55	5	8	13	20	54	
32	14	22	39	12	13	49	0	46	36	31	
33	56	7	12	27	34	46	55	32	49	23	
34	49	32	47	0	29	19	40	7	16	28	
35	31	34	16	37	12	15	1	30	52	49	
36	3	17	10	0	59	45	43	22	32	18	
37	3	38	6	57	40	1	29	35	13	52	
38	52	21	12	35	0	39	37	32	5	53	
39	35	9	27	21	20	51	48	55	50	15	
40	46	10	47	58	31	4	53	7	37	19	
41	4	40	46	45	54	30	53	56	12	34	
42	33	57	51	49	13	45	8	18	39	20	
43	3	9	36	20	28	34	57	14	10	49	
44	31	0	24	52	51	55	21	35	30	29	
45	25	21	9	51	7	56	33	16	14	6	
46	32	27	33	30	54	10	8	41	19	47	
47	7	11	53	41	35	8	43	26	33	9	
48	10	56	52	42	27	44	12	51	22	31	
49	47	55	2	57	12	20	18	9	50	15	
50	30	40	5	17	46	54	34	3	57	9	
51	40	43	57	33	14	55	17	1	13	44	
52	35	55	21	28	15	14	48	33	46	39	
53	12	52	28	19	32	51	48	38	8	2	
54	47	7	57	14	29	51	23	10	52	8	
55	22	43	29	11	46	21	47	25	57	20	
56	25	23	20	50	42	2	8	16	46	40	
57	11	39	50	43	13	30	32	35	5	54	
58	51	35	18	45	19	57	7	53	47	46	
59	50	7	53	43	20	26	10	31	16	38	
