0	2	20	47	32	11	7	54	40	49	46	
1	40	26	37	29	15	59	57	10	41	24	
2	28	39	29	34	59	35	46	36	4	55	
3	56	11	9	7	25	49	51	48	31	10	
4	57	53	39	16	35	45	3	33	56	42	
5	53	55	12	13	33	28	34	0	9	44	
6	2	39	10	3	19	47	35	12	55	54	
7	39	10	48	59	14	29	42	56	12	31	
8	9	19	58	24	10	56	17	0	21	47	
9	25	47	6	29	48	57	0	58	17	31	
10	33	3	14	9	44	53	47	51	40	19	
11	39	52	24	5	30	10	15	17	20	27	
12	48	49	46	22	0	42	45	35	55	28	
13	39	38	23	14	11	40	44	25	3	52	
14	29	36	55	9	25	24	4	3	7	0	
15	56	11	34	30	52	17	33	55	58	10	
16	20	41	48	52	0	1	33	43	36	14	
17	25	0	40	32	15	55	31	47	27	13	
18	36	49	51	50	41	37	24	14	57	53	
19	2	37	26	1	59	57	13	36	42	47	
20	0	15	14	1	36	41	42	21	49	23	
21	9	51	46	41	0	45	57	50	27	20	
22	32	54	5	43	45	1	0	57	52	36	
23	43	3	57	49	54	59	25	37	1	32	
24	23	2	1	36	57	10	45	26	35	6	
25	50	7	30	54	2	27	43	29	45	11	
26	6	54	3	56	18	14	31	8	35	2	
27	10	9	23	47	25	36	2	37	13	20	
28	20	41	59	47	6	13	55	42	46	30	
29	4	46	2	1	18	55	47	45	25	36	
30	7	58	59	48	54	2	40	8	39	55	
31	45	16	38	17	23	34	13	51	22	21	
32	52	43	1	56	41	6	33	53	36	12	
33	21	29	2	27	59	53	12	51	30	7	
34	57	12	50	59	46	30	54	11	37	56	
35	50	33	38	53	36	44	27	20	12	54	
36	20	5	7	24	55	10	1	6	46	21	
37	42	53	17	21	4	54	31	38	33	18	
38	54	22	48	26	1	14	6	17	13	2	
39	43	59	4	46	1	35	23	2	53	7	
40	45	22	3	35	57	37	59	21	38	50	
41	11	57	40	0	52	31	39	36	29	32	
42	48	21	43	47	16	9	32	1	35	10	
43	19	26	53	7	50	18	46	11	45	57	
44	29	58	42	25	7	49	11	41	9	0	
45	53	40	31	6	30	19	0	14	36	57	
46	13	17	9	15	30	38	0	33	51	53	
47	4	18	43	23	56	55	35	37	57	7	
48	49	39	55	5	3	25	44	4	54	6	
49	0	51	18	40	20	9	48	22	47	54	
50	55	10	51	8	47	18	20	17	21	43	
51	35	3	2	45	33	20	6	38	30	36	
52	46	56	17	36	31	32	54	59	6	43	
53	20	55	5	16	50	40	27	46	25	44	
54	37	35	57	44	31	47	52	33	15	39	
55	42	4	36	57	5	37	17	11	6	22	
56	45	42	9	51	34	0	2	13	32	59	
57	29	18	59	43	10	8	23	50	58	14	
58	39	38	1	32	5	57	2	36	56	15	
59	26	32	12	11	1	48	36	9	15	55	
