0	42	43	10	3	26	40	25	4	15	29	
1	15	29	51	2	53	58	18	14	41	16	
2	12	19	18	9	0	46	36	13	58	31	
3	35	5	47	29	25	37	18	6	20	58	
4	13	8	33	0	41	16	47	32	57	21	
5	35	2	16	41	48	30	52	31	12	43	
6	36	52	13	25	33	19	34	45	38	5	
7	24	1	28	23	2	6	18	46	55	48	
8	0	14	41	40	33	4	17	48	37	32	
9	19	46	6	26	43	13	34	37	29	40	
10	2	32	42	19	39	18	51	38	23	22	
11	3	47	45	50	56	4	39	32	13	24	
12	5	46	44	47	30	7	28	1	0	17	
13	46	56	40	3	37	21	59	45	43	32	
14	54	32	0	12	30	7	48	23	35	15	
15	8	34	11	31	59	24	30	26	50	40	
16	32	17	27	39	8	40	12	23	54	26	
17	27	26	34	10	19	15	28	29	53	7	
18	36	38	58	49	7	43	23	22	42	1	
19	56	2	30	32	51	53	59	24	16	36	
20	41	0	45	5	6	35	27	28	30	29	
21	19	56	43	37	41	33	51	48	20	34	
22	56	2	14	17	31	38	39	25	0	21	
23	36	43	57	46	38	9	45	0	58	6	
24	57	6	22	25	40	52	39	34	20	55	
25	46	11	17	40	38	2	20	12	13	27	
26	2	45	33	7	53	31	1	47	11	25	
27	8	9	16	17	53	0	36	56	58	51	
28	45	43	53	19	54	15	59	10	25	30	
29	20	33	37	56	44	18	10	13	15	1	
30	52	21	56	33	20	36	47	39	29	0	
31	32	24	35	29	17	27	34	50	14	49	
32	2	23	29	20	51	25	41	46	38	40	
33	8	6	44	50	28	24	5	19	45	53	
34	36	23	55	26	49	42	14	7	40	47	
35	58	26	24	1	5	50	31	9	47	20	
36	19	46	39	3	44	1	56	38	5	13	
37	19	51	54	34	27	0	11	30	52	53	
38	16	32	5	56	39	14	43	28	46	11	
39	49	18	3	11	0	16	17	6	56	4	
40	2	18	26	53	54	19	31	57	55	49	
41	36	20	45	32	52	59	21	53	27	26	
42	53	32	33	26	54	43	7	22	41	21	
43	7	30	11	37	17	6	28	20	45	23	
44	7	8	53	29	2	38	52	19	11	4	
45	46	23	27	37	6	0	28	15	12	52	
46	18	53	28	45	20	55	33	8	0	43	
47	19	28	1	48	32	27	39	7	50	57	
48	20	16	47	19	45	0	6	14	42	7	
49	42	32	16	12	33	44	39	53	52	59	
50	21	34	57	37	20	51	30	42	24	28	
51	11	23	32	12	47	36	25	21	33	17	
52	20	56	22	41	44	17	7	58	31	2	
53	44	59	29	40	32	48	33	9	43	18	
54	32	5	26	1	24	40	49	25	35	13	
55	37	39	18	28	29	30	20	17	4	44	
56	13	26	51	11	0	5	39	48	18	49	
57	38	46	32	3	30	7	8	40	34	31	
58	56	40	44	54	35	1	9	57	11	39	
59	34	55	0	9	37	33	46	4	26	23	
