0	25	44	54	33	31	32	29	57	45	1	
1	0	12	47	45	55	59	35	30	20	58	
2	33	14	32	41	1	25	20	39	55	58	
3	33	23	13	38	32	57	8	42	58	50	
4	59	34	10	38	12	7	55	11	54	26	
5	34	8	30	12	50	1	44	4	21	10	
6	22	30	9	53	54	55	31	7	38	2	
7	31	1	47	30	44	42	12	51	35	9	
8	57	7	20	56	21	37	23	14	46	55	
9	54	52	41	5	14	35	26	37	22	28	
10	1	15	26	38	36	5	3	53	32	23	
11	7	52	18	20	23	2	42	15	53	24	
12	32	28	44	30	18	14	40	20	17	51	
13	23	43	29	14	39	19	0	11	58	33	
14	30	52	6	57	38	19	58	54	0	42	
15	43	38	24	5	40	22	30	27	41	48	
16	7	27	0	21	44	17	55	18	5	24	
17	9	56	52	3	33	29	16	53	19	45	
18	3	59	52	10	35	53	30	44	2	26	
19	17	30	3	37	55	41	35	57	56	11	
20	40	12	31	37	53	27	43	32	51	59	
21	47	3	27	45	42	19	31	50	37	0	
22	15	38	55	26	45	28	49	50	43	11	
23	14	47	20	35	18	12	42	44	51	45	
24	25	21	13	33	54	49	55	20	59	32	
25	50	44	51	58	46	3	20	28	0	53	
26	40	22	29	25	31	33	44	12	3	0	
27	41	4	0	59	55	48	30	13	47	24	
28	58	1	25	39	16	7	54	10	4	27	
29	3	13	45	57	2	21	19	32	20	27	
30	55	25	20	31	46	29	23	16	48	45	
31	26	0	5	11	54	25	49	48	9	27	
32	57	37	10	16	30	44	56	24	25	5	
33	46	45	53	18	51	32	50	3	1	17	
34	49	44	33	56	14	45	3	23	48	21	
35	8	30	4	20	56	32	24	43	0	41	
36	52	44	8	26	32	17	38	25	23	9	
37	35	6	3	39	57	58	14	42	51	1	
38	22	36	26	54	2	53	34	32	48	35	
39	45	59	11	5	55	16	17	19	21	54	
40	55	26	8	38	5	44	32	36	2	52	
41	17	12	59	44	8	48	30	46	29	34	
42	37	28	0	48	10	9	18	24	6	39	
43	37	11	32	40	21	25	33	47	18	4	
44	56	1	20	59	15	55	48	17	35	50	
45	26	1	18	28	51	30	43	57	11	13	
46	36	14	27	9	42	29	44	57	51	48	
47	1	23	40	57	50	38	52	22	58	43	
48	20	3	55	23	24	15	35	52	47	53	
49	54	59	15	14	10	9	18	34	26	0	
50	42	22	52	21	1	31	32	15	12	3	
51	53	5	55	12	10	49	4	28	6	16	
52	37	54	21	45	40	33	25	20	17	23	
53	43	48	29	14	7	55	57	40	31	28	
54	57	25	27	10	20	35	23	59	8	30	
55	41	9	50	13	42	45	18	29	48	33	
56	46	53	42	52	31	12	5	17	25	35	
57	44	29	43	56	53	13	4	35	8	38	
58	5	48	41	22	14	34	55	8	1	10	
59	0	20	24	10	4	28	31	13	22	16	
