0	83	42	27	89	58	69	101	39	16	48	36	114	
1	52	23	85	14	114	37	4	41	89	44	16	102	
2	1	30	69	16	96	73	24	77	45	17	12	110	
3	67	12	14	114	119	61	39	110	103	21	66	74	
4	88	92	91	63	118	26	78	116	44	98	112	10	
5	4	93	116	76	60	26	57	115	106	74	41	38	
6	116	45	113	89	54	44	118	19	2	101	107	39	
7	9	101	6	79	118	31	35	22	119	12	1	46	
8	43	32	108	118	27	73	95	3	97	113	117	110	
9	74	115	75	80	32	83	70	86	73	18	69	6	
10	80	51	37	93	118	54	3	105	8	53	29	28	
11	58	112	109	78	84	90	67	91	1	57	38	96	
12	27	96	107	115	24	88	1	32	76	17	50	57	
13	105	90	88	92	93	48	29	78	16	108	96	65	
14	41	116	105	81	20	94	77	64	101	69	109	7	
15	6	38	21	58	96	22	13	105	37	108	64	89	
16	113	64	112	100	35	11	101	119	98	56	91	88	
17	33	19	83	77	62	72	113	49	64	15	38	0	
18	87	111	15	45	24	1	62	25	9	31	119	98	
19	12	22	14	13	117	111	23	87	49	6	7	16	
20	103	54	35	81	10	56	43	7	95	66	58	88	
21	92	59	63	106	42	28	36	102	37	34	109	103	
22	95	7	39	61	31	42	51	25	81	32	29	18	
23	82	67	118	55	90	64	99	70	91	44	63	61	
24	90	1	23	15	59	86	109	113	50	5	64	71	
25	66	90	111	33	48	9	110	70	5	74	37	17	
26	57	11	3	46	43	103	23	19	85	40	32	7	
27	113	32	29	39	108	8	88	6	90	117	0	21	
28	106	95	23	3	91	68	9	7	39	77	70	36	
29	39	23	66	60	64	21	83	16	4	92	26	71	
30	20	39	70	29	52	45	111	118	117	42	109	4	
31	114	115	18	67	104	118	57	103	60	102	64	96	
32	102	39	70	18	106	1	51	29	23	27	87	55	
33	6	3	78	102	47	35	25	27	106	38	104	51	
34	82	11	72	119	102	24	103	23	66	75	56	3	
35	19	70	3	114	50	73	115	22	59	20	111	79	
36	95	37	105	119	63	71	35	1	20	100	80	0	
37	91	116	71	93	0	61	46	29	19	94	32	63	
38	105	49	28	107	90	1	59	33	53	114	2	22	
39	19	29	112	16	61	64	105	79	96	93	13	109	
40	112	98	75	15	11	57	2	84	96	89	73	46	
41	104	92	28	78	91	74	42	93	14	63	86	40	
42	84	16	27	3	10	76	19	82	48	72	73	28	
43	108	3	110	41	33	76	89	101	104	9	82	53	
44	21	25	1	98	86	59	91	80	97	52	8	112	
45	18	53	110	81	90	75	77	69	60	21	42	35	
46	29	57	67	93	6	59	86	37	117	50	3	115	
47	9	65	61	117	49	24	66	109	60	36	12	45	
48	7	93	54	65	45	71	53	58	31	60	76	91	
49	0	7	111	67	38	47	5	24	34	6	11	62	
50	38	11	43	49	89	32	16	52	66	12	34	39	
51	41	23	62	44	49	67	87	65	95	24	48	92	
52	56	51	82	47	49	53	70	54	111	94	104	66	
53	67	97	39	31	10	72	113	64	28	66	16	22	
54	88	85	71	25	13	16	37	93	11	9	43	113	
55	80	7	106	72	62	105	101	64	43	114	118	18	
56	60	119	75	86	64	103	65	85	81	92	111	41	
57	62	42	60	84	24	72	67	99	69	13	35	23	
58	13	79	5	56	68	54	70	3	90	113	80	19	
59	119	71	40	10	57	64	96	3	75	77	56	80	
60	17	40	31	73	23	32	19	92	42	8	56	110	
61	24	37	94	81	50	28	26	17	64	49	25	75	
62	6	10	23	104	105	69	56	89	117	44	11	73	
63	88	48	21	38	91	18	71	3	1	13	12	96	
64	78	60	116	48	102	101	25	8	82	40	15	6	
65	79	18	16	68	82	58	2	57	55	80	89	77	
66	15	63	23	9	96	78	89	6	88	105	100	62	
67	49	21	80	96	44	99	43	47	60	33	53	1	
68	103	75	20	87	79	101	62	40	24	53	85	54	
69	75	32	5	94	72	71	97	10	43	11	91	12	
70	58	100	96	30	16	27	32	89	18	25	10	55	
71	81	53	106	96	91	117	48	76	18	109	24	40	
72	5	10	64	40	2	74	19	29	43	1	93	105	
73	46	31	56	25	57	97	30	67	22	84	112	95	
74	84	62	35	6	30	80	73	47	2	37	4	102	
75	43	89	59	15	107	12	13	66	39	105	102	16	
76	2	45	49	35	114	105	38	21	26	40	60	112	
77	117	20	103	63	62	102	40	46	96	92	75	49	
78	116	37	99	105	101	70	53	49	88	15	36	13	
79	56	14	6	101	92	115	49	69	95	87	34	119	
80	82	26	38	109	90	62	13	55	94	106	114	11	
81	118	28	21	52	98	27	36	54	64	113	23	95	
82	12	47	112	20	77	86	43	18	45	19	39	80	
83	11	12	31	65	8	119	99	34	42	35	43	57	
84	81	11	45	33	116	4	23	55	15	20	0	60	
85	8	0	46	24	3	104	39	88	17	76	102	27	
86	2	116	24	34	57	49	103	14	32	99	78	54	
87	28	83	110	89	41	66	24	104	102	56	25	1	
88	13	31	37	70	91	76	69	40	39	92	32	106	
89	53	99	112	0	27	24	117	114	91	76	39	69	
90	25	3	14	60	109	44	37	27	35	54	63	61	
91	49	3	47	86	88	42	102	63	111	1	112	76	
92	46	9	42	60	32	0	39	38	5	8	91	3	
93	11	54	77	72	5	79	0	15	95	97	62	51	
94	89	69	50	67	35	28	85	112	97	40	76	114	
95	30	116	79	104	53	110	109	87	21	14	70	1	
96	31	89	58	0	103	84	53	113	10	39	88	6	
97	9	32	72	110	21	86	4	17	60	25	58	91	
98	92	96	48	43	102	82	71	33	58	20	22	113	
99	60	86	116	106	5	66	45	76	43	58	53	31	
100	62	41	15	57	64	34	109	70	9	114	80	103	
101	109	91	96	38	26	98	30	16	92	19	44	83	
102	117	100	33	7	2	18	4	43	68	77	19	37	
103	38	83	71	12	117	80	63	99	98	40	88	66	
104	56	26	4	15	80	95	59	64	89	97	52	6	
105	86	19	78	39	50	4	118	116	42	102	51	6	
106	104	93	41	22	92	20	119	5	57	98	72	85	
107	9	113	59	2	115	49	28	11	66	54	96	62	
108	5	45	65	91	7	86	118	85	42	105	102	36	
109	72	114	30	54	59	119	106	7	6	100	105	62	
110	115	84	52	118	67	63	70	25	106	41	105	34	
111	35	57	89	98	69	97	33	119	42	0	103	100	
112	87	19	11	103	3	37	36	44	5	94	31	109	
113	74	105	30	68	93	4	23	36	22	42	114	61	
114	79	51	4	89	36	97	59	104	108	118	3	62	
115	118	57	103	13	41	48	42	67	43	25	12	38	
116	38	19	17	37	80	0	25	112	10	6	51	115	
117	7	67	78	21	93	110	9	33	34	27	23	31	
118	79	45	32	57	91	46	60	71	62	100	78	39	
119	45	115	62	59	21	33	71	51	38	75	8	103	
