0	17	14	97	56	31	101	91	53	8	66	3	74	
1	115	63	65	56	77	103	72	7	8	20	42	27	
2	67	73	35	59	86	0	96	51	8	113	7	39	
3	118	102	110	85	55	14	79	63	74	61	75	56	
4	3	29	28	70	93	65	36	84	35	110	1	56	
5	45	83	88	13	77	75	87	91	67	112	39	94	
6	78	82	98	101	115	96	113	3	105	59	56	104	
7	55	72	38	74	19	22	32	88	89	85	12	3	
8	43	62	85	93	79	28	118	98	95	6	86	89	
9	21	65	95	111	118	62	35	40	50	17	69	119	
10	76	54	108	114	115	19	20	110	65	14	81	24	
11	35	84	105	111	66	54	82	25	88	30	68	51	
12	23	20	112	101	2	84	103	86	10	50	62	9	
13	9	75	74	67	106	34	89	49	31	116	38	90	
14	102	58	78	95	67	69	11	17	111	93	9	87	
15	17	35	47	7	61	87	8	101	90	92	19	73	
16	51	7	0	98	118	43	27	81	62	45	89	41	
17	62	90	14	15	82	5	1	107	106	83	114	11	
18	119	72	16	8	33	38	52	13	45	15	84	105	
19	74	115	108	22	95	16	71	75	58	0	98	54	
20	79	31	2	69	71	19	44	58	106	55	30	45	
21	46	75	70	76	112	8	38	4	28	113	62	23	
22	38	7	6	19	15	59	49	117	60	107	61	111	
23	13	95	90	88	17	116	64	115	16	30	59	49	
24	55	16	69	70	6	97	78	77	86	26	95	63	
25	115	17	102	54	86	93	111	35	71	72	26	94	
26	55	23	7	13	119	111	80	56	77	10	100	30	
27	62	74	48	93	60	47	49	10	22	14	66	63	
28	110	38	97	118	0	96	116	43	80	67	42	49	
29	37	77	72	117	85	86	95	13	31	19	69	96	
30	13	38	22	82	89	48	9	34	17	4	113	2	
31	14	110	85	39	17	92	11	91	7	68	64	103	
32	14	98	92	73	27	90	115	26	110	68	91	37	
33	73	97	4	44	119	26	31	58	63	60	40	77	
34	79	74	58	19	84	54	85	94	35	44	11	43	
35	107	72	51	2	3	78	71	20	45	7	89	97	
36	83	114	25	41	70	82	50	49	85	71	46	17	
37	115	47	87	67	45	94	32	14	42	84	35	99	
38	54	108	26	68	23	13	28	25	51	69	58	102	
39	114	53	24	60	45	48	77	57	56	67	10	89	
40	102	52	26	108	76	34	6	69	42	68	44	27	
41	15	60	62	105	22	89	102	27	104	117	2	73	
42	26	96	70	46	39	110	1	27	43	38	9	14	
43	112	22	23	116	111	62	38	69	80	109	106	34	
44	31	73	56	83	95	101	96	116	87	59	6	86	
45	87	80	111	6	89	115	106	50	29	62	58	33	
46	68	0	25	67	98	9	63	57	78	40	107	30	
47	12	34	26	118	93	36	62	30	5	66	72	20	
48	117	89	8	97	106	92	27	45	104	72	102	84	
49	53	45	23	90	55	32	114	41	110	56	74	7	
50	70	113	36	60	82	116	15	80	29	68	56	81	
51	40	2	55	111	72	67	11	74	24	60	105	19	
52	89	116	67	22	69	3	81	83	115	46	94	24	
53	60	8	76	5	14	59	66	119	110	47	77	81	
54	3	26	101	64	105	65	74	46	116	45	22	89	
55	109	2	37	69	34	116	66	103	16	43	11	115	
56	84	16	113	41	11	32	87	81	118	115	27	58	
57	115	8	33	42	100	97	87	18	26	11	39	49	
58	56	2	119	14	112	104	12	115	94	79	85	9	
59	118	25	5	19	22	107	89	9	78	111	85	21	
60	23	117	32	36	73	86	82	113	48	68	59	18	
61	7	106	102	58	29	119	9	116	1	34	104	26	
62	48	32	98	14	40	17	118	113	2	88	49	35	
63	57	85	75	27	69	116	90	80	109	25	68	1	
64	98	91	103	58	13	74	22	3	93	56	99	77	
65	21	94	24	107	64	106	91	15	27	60	42	67	
66	56	88	5	103	28	72	115	30	73	108	71	25	
67	4	83	115	66	51	65	50	84	27	82	99	97	
68	25	47	115	36	112	78	49	8	107	118	48	24	
69	91	19	17	65	51	94	103	26	105	79	57	32	
70	106	31	17	69	118	3	7	48	29	66	34	109	
71	35	12	19	88	92	89	57	52	36	37	49	110	
72	6	1	53	91	74	0	5	22	89	67	33	39	
73	38	90	24	16	71	59	84	107	6	109	43	86	
74	83	61	31	95	44	82	4	9	118	101	25	51	
75	114	42	57	116	97	107	100	64	17	16	99	54	
76	5	67	96	80	78	30	74	73	34	66	24	0	
77	101	63	25	53	56	91	35	43	32	45	102	49	
78	17	28	80	34	105	115	15	10	59	83	52	66	
79	30	53	50	108	31	72	27	41	106	98	8	22	
80	6	46	64	104	58	3	97	27	93	90	8	33	
81	42	60	3	15	4	30	31	6	88	115	73	63	
82	69	21	99	27	35	30	51	79	15	66	60	41	
83	49	27	29	82	52	6	117	66	71	54	15	108	
84	19	20	87	5	24	40	58	108	15	14	59	68	
85	103	114	3	39	83	77	88	19	25	72	41	101	
86	93	70	17	84	30	45	3	55	22	101	41	4	
87	55	99	12	57	109	115	102	47	107	36	41	68	
88	114	110	86	107	56	95	2	112	76	42	15	82	
89	42	79	1	61	59	91	68	96	50	10	100	116	
90	18	101	31	52	10	60	24	111	83	21	68	88	
91	29	86	103	53	101	108	31	13	5	77	54	59	
92	60	118	38	66	48	69	106	98	74	42	27	105	
93	2	7	58	106	28	104	74	14	64	69	85	20	
94	83	98	91	32	104	46	50	84	68	52	79	57	
95	1	52	106	6	80	75	10	68	27	33	43	100	
96	26	14	74	111	88	68	31	118	76	37	72	44	
97	110	11	57	56	19	106	83	55	115	81	51	9	
98	48	41	84	83	73	116	39	29	33	99	42	37	
99	82	1	118	52	93	27	94	47	22	36	113	75	
100	19	7	23	102	16	59	68	88	77	84	53	104	
101	84	81	61	56	36	18	109	93	11	6	85	55	
102	79	20	90	3	17	83	58	44	37	50	78	100	
103	44	67	65	5	75	41	51	115	101	78	42	89	
104	12	33	105	54	109	31	32	74	21	61	38	97	
105	62	14	6	99	43	34	87	13	115	40	64	33	
106	115	4	83	8	31	39	48	57	9	15	26	108	
107	97	103	114	40	112	51	66	109	87	117	104	105	
108	46	83	80	13	109	91	22	73	41	16	38	40	
109	74	93	82	94	100	13	108	23	43	78	65	67	
110	76	47	33	60	45	61	66	72	70	75	116	44	
