0	14	10	53	54	30	57	27	16	42	24	
1	12	10	16	30	26	39	49	3	2	33	
2	8	20	29	43	49	24	48	5	26	30	
3	44	9	0	25	1	8	11	48	40	54	
4	1	36	25	5	28	17	20	32	8	30	
5	26	29	51	38	32	58	17	31	33	15	
6	45	30	1	19	12	36	11	31	0	4	
7	18	41	34	27	49	29	21	26	23	35	
8	4	14	24	36	31	56	27	38	5	20	
9	21	37	46	26	11	15	52	32	10	5	
10	54	59	6	27	15	20	47	30	43	11	
11	22	43	45	3	38	36	12	29	6	33	
12	53	55	46	17	54	24	13	15	47	4	
13	56	14	45	49	39	25	7	44	46	1	
14	34	15	55	48	53	28	17	6	16	27	
15	35	55	4	9	28	14	58	30	31	2	
16	42	40	19	54	44	56	20	30	48	50	
17	22	7	24	47	4	12	57	35	26	46	
18	16	52	45	7	3	56	6	9	47	10	
19	22	42	36	10	29	9	14	25	20	45	
20	5	50	4	46	27	42	31	1	52	59	
21	6	14	30	34	4	54	59	47	22	32	
22	24	37	32	13	21	3	47	36	18	42	
23	37	1	48	47	50	8	31	17	33	44	
24	21	44	40	58	53	38	16	55	2	57	
25	43	26	21	30	8	22	33	2	0	38	
26	12	18	50	36	3	51	41	45	44	22	
27	45	58	33	48	21	31	25	34	22	41	
28	40	9	7	48	3	18	51	27	59	12	
29	20	31	35	49	48	39	52	40	17	51	
30	55	23	49	24	45	48	19	37	59	56	
31	14	54	59	25	1	38	28	56	13	50	
32	52	30	5	57	9	49	58	24	0	29	
33	4	8	32	14	55	49	35	22	26	20	
34	26	52	29	44	15	18	5	8	14	48	
35	20	1	26	42	6	59	9	15	53	54	
36	40	57	38	6	14	55	26	56	13	21	
37	35	12	55	14	15	59	4	19	31	23	
38	33	54	28	22	53	26	15	49	21	45	
39	51	52	1	13	36	15	22	45	5	0	
40	12	53	42	58	15	2	54	22	29	28	
41	15	2	14	16	3	40	47	43	26	28	
42	40	1	45	34	29	36	41	54	6	33	
43	3	54	9	49	35	51	15	6	14	59	
44	51	28	29	0	42	49	38	24	55	52	
45	29	35	50	5	27	21	32	15	2	4	
46	6	56	31	40	32	0	5	14	54	38	
47	11	20	0	34	59	50	28	18	30	1	
48	25	44	19	13	9	4	51	27	31	5	
49	59	40	55	28	8	15	14	1	3	46	
50	33	29	1	14	6	38	34	4	32	52	
51	40	27	3	11	50	7	13	54	55	48	
52	44	22	21	33	36	2	0	49	18	51	
53	58	6	40	27	5	39	46	14	38	13	
54	17	9	10	11	52	22	7	40	23	35	
55	13	28	54	52	32	20	58	36	38	1	
56	4	41	37	49	15	21	34	43	8	2	
57	29	49	45	25	21	9	32	22	3	13	
58	59	18	13	51	38	39	41	15	4	21	
59	30	24	37	10	49	21	51	27	55	29	
