0	76	118	92	12	5	86	68	58	24	7	44	4	
1	108	118	76	28	70	22	83	68	24	90	119	10	
2	92	85	38	18	39	68	51	15	80	32	56	87	
3	70	93	5	19	91	32	45	83	115	46	18	84	
4	65	94	37	86	11	13	39	6	49	102	15	60	
5	51	62	24	90	83	4	18	70	12	25	23	73	
6	5	48	33	118	28	16	27	58	97	113	21	30	
7	26	22	20	1	36	73	57	45	96	118	98	29	
8	30	24	62	113	91	32	115	28	97	47	67	3	
9	40	21	54	84	79	17	7	113	77	22	60	59	
10	80	13	59	103	53	45	9	28	60	6	31	110	
11	9	8	79	94	78	97	67	72	29	40	54	116	
12	83	71	112	114	119	8	104	82	4	38	93	74	
13	99	23	22	57	5	33	12	47	59	27	30	78	
14	31	46	109	84	107	86	23	11	53	61	37	114	
15	58	78	107	88	29	50	81	55	42	22	69	63	
16	45	83	86	101	49	72	71	54	15	81	43	104	
17	87	100	43	93	34	108	98	92	50	48	71	74	
18	87	115	79	54	4	65	97	96	103	118	13	95	
19	21	14	107	96	28	38	72	110	94	10	91	51	
20	28	105	39	54	25	110	118	49	80	85	46	74	
21	4	19	49	18	113	112	15	57	92	59	105	64	
22	45	29	42	18	4	46	10	107	114	39	61	54	
23	49	78	1	4	106	31	7	91	119	40	21	77	
24	51	62	97	102	17	89	69	10	49	12	91	108	
25	114	119	94	106	112	113	23	17	15	24	97	32	
26	83	52	95	12	35	96	36	94	67	97	85	48	
27	105	54	25	78	15	49	48	83	16	13	42	41	
28	118	7	25	93	20	58	50	8	6	64	101	75	
29	57	65	59	80	101	12	17	88	108	89	31	0	
30	80	104	12	41	75	35	57	66	32	60	25	93	
31	101	0	56	117	75	119	12	63	15	23	44	4	
32	29	98	86	28	73	11	91	6	44	72	56	103	
33	47	119	6	53	55	93	100	42	48	77	49	41	
34	30	101	118	50	55	100	32	17	11	78	9	60	
35	86	102	58	112	97	33	17	99	43	118	51	44	
36	39	108	54	1	100	62	93	84	71	63	30	3	
37	98	13	112	51	3	91	78	15	115	106	53	73	
38	48	13	111	117	20	83	36	94	69	99	35	109	
39	81	26	4	67	86	58	64	114	54	32	8	22	
40	53	74	9	82	70	13	105	20	37	63	28	18	
41	12	88	86	8	107	44	16	111	98	3	81	66	
42	78	114	113	85	25	3	103	18	64	97	98	73	
43	114	21	9	28	80	62	53	17	37	57	16	98	
44	42	1	100	11	55	31	94	15	52	54	46	29	
45	28	30	70	91	47	7	1	81	31	33	119	53	
46	33	14	5	100	30	34	42	78	13	64	60	15	
47	26	87	90	55	48	105	100	83	59	73	98	22	
48	51	52	22	12	4	69	20	111	60	84	49	102	
49	101	7	58	34	68	4	31	107	80	117	32	27	
50	39	109	86	33	37	18	21	24	15	99	112	57	
51	7	36	54	71	24	48	65	117	94	19	77	61	
52	111	83	58	119	16	32	98	20	60	30	17	45	
53	54	49	77	8	118	66	84	115	70	81	6	103	
54	103	0	44	39	50	34	96	119	40	114	75	57	
55	85	94	36	64	73	22	90	83	21	11	53	60	
56	28	21	115	96	72	78	51	13	85	24	89	101	
57	103	15	34	105	110	109	88	42	45	24	52	33	
